stage,target,class,jobs,upstream_parallel,recipe,dependencies
0008-packages-light-aedda3c5,package/feeds/luci/luci-lib-jsonc/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-lib-jsonc/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/libjson-c/compile package/libs/toolchain/compile package/utils/lua/compile package/utils/lua/host/compile
0008-packages-light-aedda3c5,package/feeds/luci/luci-lib-nixio/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-lib-nixio/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/compile package/utils/lua/host/compile
0008-packages-light-aedda3c5,package/feeds/packages/arp-scan/compile,light,24,1,package/feeds/packages/arp-scan/Makefile,package/libs/libpcap/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/curl/compile,light,24,1,package/feeds/packages/curl/Makefile,package/feeds/packages/nghttp2/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile package/system/ca-certificates/compile
0008-packages-light-aedda3c5,package/feeds/packages/httping/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/httping/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/iperf3/compile,light,24,1,package/feeds/packages/iperf3/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/kmod/compile,light,24,1,package/feeds/packages/kmod/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/libfido2/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/libfido2/Makefile,package/feeds/packages/libcbor/compile package/feeds/packages/libudev-zero/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/libpng/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/libpng/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/libssh/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/libssh/Makefile,package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/libssh2/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/libssh2/Makefile,package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/libxslt/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/libxslt/Makefile,package/libs/libxml2/host/compile
0008-packages-light-aedda3c5,package/feeds/packages/lm-sensors/compile,light,24,1,package/feeds/packages/lm-sensors/Makefile,package/libs/sysfsutils/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/lua-cjson/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/lua-cjson/Makefile,package/feeds/packages/lua5.4/compile package/libs/toolchain/compile package/utils/lua/compile package/utils/lua5.3/compile
0008-packages-light-aedda3c5,package/feeds/packages/mailsend/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/mailsend/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/nail/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/nail/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/nvme-cli/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/nvme-cli/Makefile,package/feeds/packages/libnvme/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/python3/host/compile,light,24,1,package/feeds/packages/python3/Makefile,package/feeds/packages/libffi/host/compile package/libs/readline/host/compile package/utils/bzip2/host/compile
0008-packages-light-aedda3c5,package/feeds/packages/rrdtool1/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/rrdtool1/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/feeds/packages/socat/compile,light,24,1,package/feeds/packages/socat/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/feeds/packages/softethervpn5/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/softethervpn5/Makefile,package/libs/ncurses/host/compile package/libs/readline/host/compile
0008-packages-light-aedda3c5,package/feeds/packages/usbutils/compile,light,24,1,package/feeds/packages/usbutils/Makefile,package/feeds/packages/hwdata/compile package/feeds/packages/libudev-zero/compile package/libs/libusb/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/kernel/linux/compile,light,24,upstream default (serial unless framework changes it),package/kernel/linux/Makefile,package/firmware/linux-firmware/compile package/kernel/gpio-button-hotplug/compile package/network/utils/wireless-tools/compile
0008-packages-light-aedda3c5,package/libs/elfutils/compile,light,24,upstream default (serial unless framework changes it),package/libs/elfutils/Makefile,package/libs/argp-standalone/compile package/libs/musl-fts/compile package/libs/toolchain/compile package/libs/zlib/compile package/utils/bzip2/compile
0008-packages-light-aedda3c5,package/libs/gettext-full/host/compile,light,24,0,package/libs/gettext-full/Makefile,package/devel/gperf/host/compile package/libs/libiconv-full/host/compile package/libs/libunistring/host/compile package/libs/libxml2/host/compile
0008-packages-light-aedda3c5,package/libs/libevent2/compile,light,24,upstream default (serial unless framework changes it),package/libs/libevent2/Makefile,package/libs/openssl/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/libs/libubox/compile,light,24,upstream default (serial unless framework changes it),package/libs/libubox/Makefile,package/libs/libjson-c/compile package/libs/toolchain/compile package/utils/lua/compile
0008-packages-light-aedda3c5,package/libs/libxml2/compile,light,24,upstream default (serial unless framework changes it),package/libs/libxml2/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/libs/ncurses/compile,light,24,1,package/libs/ncurses/Makefile,package/libs/ncurses/host/compile package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/libs/pcre2/compile,light,24,upstream default (serial unless framework changes it),package/libs/pcre2/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/libs/wolfssl/compile,light,24,1,package/libs/wolfssl/Makefile,package/libs/libtool/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/mtk/applications/datconf/compile,light,24,upstream default (serial unless framework changes it),package/mtk/applications/datconf/Makefile,package/libs/toolchain/compile package/utils/lua/compile
0008-packages-light-aedda3c5,package/netspeedtest/ookla-speedtest/compile,light,24,upstream default (serial unless framework changes it),package/netspeedtest/ookla-speedtest/Makefile,package/libs/toolchain/compile package/system/ca-certificates/compile
0008-packages-light-aedda3c5,package/network/services/dropbear/compile,light,24,1,package/network/services/dropbear/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/network/utils/tcpdump/compile,light,24,1,package/network/utils/tcpdump/Makefile,package/libs/libpcap/compile package/libs/toolchain/compile
0008-packages-light-aedda3c5,package/system/ucert/host/compile,light,24,upstream default (serial unless framework changes it),package/system/ucert/Makefile,package/libs/libjson-c/host/compile package/libs/libubox/host/compile package/system/usign/host/compile
0008-packages-light-aedda3c5,package/utils/adb/compile,light,24,upstream default (serial unless framework changes it),package/utils/adb/Makefile,package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile
0008-packages-light-aedda3c5,package/utils/mhz/compile,light,24,upstream default (serial unless framework changes it),package/utils/mhz/Makefile,package/libs/toolchain/compile
0009-packages-light-254c8edc,package/emortal/autocore/compile,light,24,upstream default (serial unless framework changes it),package/emortal/autocore/Makefile,package/feeds/packages/lm-sensors/compile package/libs/toolchain/compile package/network/utils/ethtool/compile package/utils/mhz/compile
0009-packages-light-254c8edc,package/feeds/luci/luci-app-cifs-mount/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-cifs-mount/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/kernel/linux/compile package/libs/toolchain/compile package/utils/lua/host/compile
0009-packages-light-254c8edc,package/feeds/packages/bonding/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/bonding/Makefile,package/kernel/linux/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/cifs-utils/compile,light,24,1,package/feeds/packages/cifs-utils/Makefile,package/kernel/linux/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/cups/compile,light,24,1,package/feeds/packages/cups/Makefile,package/feeds/packages/libjpeg-turbo/compile package/feeds/packages/libpng/compile package/libs/libusb/compile package/libs/toolchain/compile package/libs/zlib/compile
0009-packages-light-254c8edc,package/feeds/packages/db/compile,light,24,1,package/feeds/packages/db/Makefile,package/libs/libxml2/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/freetype/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/freetype/Makefile,package/feeds/packages/libpng/compile package/libs/toolchain/compile package/libs/zlib/compile
0009-packages-light-254c8edc,package/feeds/packages/fuse/compile,light,24,1,package/feeds/packages/fuse/Makefile,package/kernel/linux/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/fuse3/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/fuse3/Makefile,package/kernel/linux/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/glib2/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/glib2/Makefile,package/feeds/packages/attr/compile package/feeds/packages/libffi/compile package/libs/pcre2/compile package/libs/toolchain/compile package/libs/zlib/compile
0009-packages-light-254c8edc,package/feeds/packages/gnutls/compile,light,24,1,package/feeds/packages/gnutls/Makefile,package/libs/gettext-full/host/compile package/libs/gmp/compile package/libs/nettle/compile package/libs/toolchain/compile
0009-packages-light-254c8edc,package/feeds/packages/grep/compile,light,24,1,package/feeds/packages/grep/Makefile,package/libs/pcre2/compile package/libs/toolchain/compile
